/root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:5M_endTime:28800_warmup:18000_Events1.interval:3_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:5M_tRange:80_seed:1_MessageStatsReport.txt does not exist. Simulating...
Setting values: {'Group.router': 'EpidemicRouter', 'Group.bufferSize': '1000G', 'Group.msgTtl': '400', 'Events1.size': '5M', 'MovementModel.warmup': '18000', 'Scenario.endTime': '28800', 'Events1.interval': '3', 'Scenario.updateInterval': '0.1', 'ProphetV2Router.beta': '0.9', 'ProphetV2Router.gamma': '0.999885791', 'btInterface.transmitSpeed': '5M', 'btInterface.transmitRange': '80', 'MovementModel.rngSeed': '1'}
['./one.sh', '-b', '1', 'helsinki1True_settings.txt']
3361.3 12327: 2.01 1/s
3421.4 12449: 2.03 1/s
3481.4 12573: 2.06 1/s
3541.5 12694: 2.03 1/s
3601.5 12816: 2.02 1/s
3661.5 12938: 2.03 1/s
3721.5 13059: 2.03 1/s
3781.5 13180: 2.01 1/s
3841.6 13301: 2.02 1/s
3901.6 13422: 2.02 1/s
3961.6 13543: 2.01 1/s
4021.6 13664: 2.01 1/s
4081.6 13784: 2.00 1/s
4141.6 13903: 1.99 1/s
4201.6 14024: 2.01 1/s
4261.7 14144: 2.00 1/s
4321.7 14265: 2.01 1/s
4381.8 14385: 1.99 1/s
4441.8 14503: 1.97 1/s
4501.8 14622: 1.98 1/s
4561.8 14739: 1.95 1/s
4621.9 14857: 1.98 1/s
4681.9 14977: 1.99 1/s
4741.9 15094: 1.96 1/s
4801.9 15213: 1.97 1/s
4862.0 15331: 1.98 1/s
4922.0 15449: 1.95 1/s
4982.0 15567: 1.97 1/s
5042.1 15683: 1.94 1/s
5102.1 15799: 1.94 1/s
5162.1 15917: 1.95 1/s
5222.2 16034: 1.96 1/s
5282.2 16153: 1.97 1/s
5342.2 16270: 1.96 1/s
5402.2 16387: 1.95 1/s
5462.2 16505: 1.95 1/s
5522.2 16621: 1.94 1/s
5582.3 16738: 1.95 1/s
5642.3 16854: 1.94 1/s
5702.3 16973: 1.97 1/s
5762.4 17090: 1.95 1/s
5822.4 17208: 1.97 1/s
5882.5 17325: 1.96 1/s
5942.5 17443: 1.95 1/s
6002.5 17560: 1.95 1/s
6062.5 17677: 1.96 1/s
6122.5 17794: 1.95 1/s
6182.6 17911: 1.94 1/s
6242.6 18027: 1.94 1/s
6302.6 18144: 1.95 1/s
6362.7 18263: 2.00 1/s
6422.7 18382: 1.98 1/s
6482.7 18499: 1.95 1/s
6542.7 18618: 1.98 1/s
6602.8 18737: 1.97 1/s
6662.8 18861: 2.08 1/s
6722.8 18984: 2.05 1/s
6782.8 19107: 2.04 1/s
6842.9 19230: 2.05 1/s
6903.0 19353: 2.05 1/s
6963.0 19478: 2.09 1/s
7023.0 19595: 1.95 1/s
7083.0 19714: 1.98 1/s
7143.1 19836: 2.03 1/s
7203.1 19961: 2.08 1/s
7263.2 20088: 2.11 1/s
7323.2 20216: 2.14 1/s
7383.2 20339: 2.04 1/s
7443.3 20453: 1.90 1/s
7503.3 20573: 2.01 1/s
7563.3 20707: 2.22 1/s
7623.4 20832: 2.08 1/s
7683.4 20956: 2.07 1/s
7743.4 21071: 1.91 1/s
7803.4 21180: 1.82 1/s
7863.5 21296: 1.93 1/s
7923.5 21418: 2.03 1/s
7983.5 21536: 1.97 1/s
8043.6 21654: 1.97 1/s
8103.6 21772: 1.97 1/s
8163.6 21872: 1.66 1/s
8223.6 21978: 1.76 1/s
8283.7 22076: 1.65 1/s
8343.7 22188: 1.85 1/s
8403.7 22293: 1.76 1/s
8463.8 22391: 1.62 1/s
8523.8 22492: 1.69 1/s
8583.8 22590: 1.63 1/s
8643.9 22691: 1.68 1/s
8703.9 22789: 1.64 1/s
8763.9 22885: 1.59 1/s
8824.0 22972: 1.45 1/s
8884.0 23058: 1.44 1/s
8944.1 23149: 1.52 1/s
9004.1 23242: 1.54 1/s
9064.1 23332: 1.50 1/s
9124.1 23428: 1.60 1/s
9184.2 23518: 1.50 1/s
9244.2 23602: 1.41 1/s
9304.2 23680: 1.30 1/s
9364.3 23763: 1.38 1/s
9424.3 23839: 1.27 1/s
9484.4 23919: 1.33 1/s
9544.4 24004: 1.41 1/s
9604.4 24088: 1.41 1/s
9664.5 24171: 1.38 1/s
9724.5 24270: 1.65 1/s
9784.5 24359: 1.47 1/s
9844.6 24455: 1.60 1/s
9904.6 24554: 1.66 1/s
9964.6 24647: 1.54 1/s
10024.7 24742: 1.59 1/s
10084.7 24838: 1.59 1/s
10144.7 24938: 1.67 1/s
10204.8 25041: 1.73 1/s
10264.8 25134: 1.54 1/s
10324.8 25228: 1.57 1/s
10384.9 25327: 1.65 1/s
10444.9 25429: 1.69 1/s
10505.0 25531: 1.69 1/s
10565.0 25631: 1.67 1/s
10625.0 25733: 1.70 1/s
10685.1 25829: 1.61 1/s
10745.1 25932: 1.70 1/s
10805.2 26022: 1.51 1/s
10865.2 26117: 1.57 1/s
10925.3 26214: 1.62 1/s
10985.4 26323: 1.81 1/s
11045.4 26426: 1.72 1/s
11105.5 26529: 1.71 1/s
11165.5 26620: 1.52 1/s
11225.5 26715: 1.58 1/s
11285.5 26814: 1.65 1/s
11345.6 26918: 1.73 1/s
11405.6 27017: 1.64 1/s
11465.6 27117: 1.67 1/s
11525.7 27218: 1.68 1/s
11585.7 27321: 1.72 1/s
11645.7 27432: 1.85 1/s
11705.8 27544: 1.86 1/s
11765.8 27636: 1.54 1/s
11825.9 27732: 1.60 1/s
11885.9 27820: 1.46 1/s
11945.9 27916: 1.60 1/s
12005.9 28015: 1.65 1/s
12066.0 28113: 1.64 1/s
12126.0 28201: 1.46 1/s
12186.0 28288: 1.45 1/s
12246.1 28369: 1.35 1/s
12306.1 28456: 1.45 1/s
12366.2 28545: 1.48 1/s
12426.2 28631: 1.43 1/s
12486.2 28726: 1.59 1/s
12537.7 28800: 1.44 1/s
Simulation done in 12537.46s
---
All done in 12541.04s
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:3_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:5M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:5M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:5M_endTime:28800_warmup:18000_Events1.interval:3_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:1M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:1_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:1M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:1M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:5M_endTime:28800_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:1M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:5M_endTime:28800_warmup:18000_Events1.interval:1_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:5M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:1_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:5M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:3_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:1M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:5M_endTime:28800_warmup:18000_Events1.interval:1_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:1M_tRange:80_seed:1_MessageStatsReport.txt
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:400_Events1.size:5M_endTime:28800_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:5M_tRange:80_seed:1_MessageStatsReport.txt
