/root/the-one-transit/reports/helsinki1True_router:EpidemicRouter_bSize:1000G_Ttl:200_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.9_gamma:0.999885791_tSpeed:5M_tRange:80_seed:2_MessageStatsReport.txt does not exist. Simulating...
Setting values: {'Group.router': 'EpidemicRouter', 'Group.bufferSize': '1000G', 'Group.msgTtl': '200', 'Events1.size': '1M', 'MovementModel.warmup': '18000', 'Scenario.endTime': '28800', 'Events1.interval': '5', 'Scenario.updateInterval': '0.1', 'ProphetV2Router.beta': '0.9', 'ProphetV2Router.gamma': '0.999885791', 'btInterface.transmitSpeed': '5M', 'btInterface.transmitRange': '80', 'MovementModel.rngSeed': '2'}
['./one.sh', '-b', '1', 'helsinki1True_settings.txt']
10628.3 18230: 6.08 1/s
10688.3 18679: 7.50 1/s
10748.3 19105: 7.10 1/s
10808.3 19446: 5.68 1/s
10868.3 19752: 5.09 1/s
10931.4 19985: 3.68 1/s
10991.6 20182: 3.29 1/s
11051.6 20359: 2.95 1/s
11111.6 20520: 2.69 1/s
11171.7 20664: 2.40 1/s
11231.7 20793: 2.14 1/s
11291.7 20895: 1.71 1/s
11351.7 21003: 1.81 1/s
11411.7 21100: 1.60 1/s
11471.8 21189: 1.49 1/s
11531.9 21276: 1.45 1/s
11591.9 21355: 1.32 1/s
11651.9 21435: 1.33 1/s
11712.0 21510: 1.25 1/s
11772.0 21585: 1.25 1/s
11837.5 21638: 0.81 1/s
11897.5 21681: 0.71 1/s
11957.6 21737: 0.93 1/s
12017.7 21797: 1.00 1/s
12077.7 21856: 0.97 1/s
12137.8 21917: 1.02 1/s
12200.4 21969: 0.87 1/s
12260.5 22023: 0.89 1/s
12320.6 22078: 0.92 1/s
12380.6 22123: 0.76 1/s
12440.6 22172: 0.81 1/s
12500.7 22216: 0.73 1/s
12560.7 22264: 0.80 1/s
12623.4 22300: 0.60 1/s
12683.5 22337: 0.62 1/s
12743.6 22371: 0.56 1/s
12803.8 22408: 0.61 1/s
12863.8 22443: 0.60 1/s
12923.9 22461: 0.29 1/s
12983.9 22493: 0.53 1/s
13044.0 22515: 0.38 1/s
13104.0 22546: 0.51 1/s
13172.6 22579: 0.48 1/s
13232.8 22613: 0.56 1/s
13292.8 22645: 0.54 1/s
13353.0 22675: 0.50 1/s
13413.1 22703: 0.45 1/s
13473.3 22730: 0.46 1/s
13533.4 22753: 0.39 1/s
13593.4 22783: 0.50 1/s
13653.5 22811: 0.47 1/s
13713.7 22831: 0.33 1/s
13773.8 22863: 0.53 1/s
13833.8 22889: 0.43 1/s
13893.8 22914: 0.41 1/s
13954.0 22927: 0.22 1/s
14014.2 22951: 0.40 1/s
14074.3 22979: 0.46 1/s
14134.3 23004: 0.41 1/s
14194.3 23030: 0.43 1/s
14254.4 23051: 0.36 1/s
14314.5 23072: 0.35 1/s
14374.6 23095: 0.37 1/s
14434.8 23119: 0.40 1/s
14495.3 23145: 0.44 1/s
14555.4 23170: 0.42 1/s
14615.5 23194: 0.39 1/s
14675.6 23219: 0.42 1/s
14735.7 23242: 0.38 1/s
14795.8 23269: 0.44 1/s
14856.0 23292: 0.38 1/s
14916.2 23314: 0.37 1/s
14976.4 23338: 0.40 1/s
15036.5 23361: 0.38 1/s
15096.6 23385: 0.39 1/s
15156.7 23407: 0.37 1/s
15216.9 23431: 0.39 1/s
15277.2 23455: 0.41 1/s
15337.3 23478: 0.37 1/s
15397.3 23501: 0.39 1/s
15457.4 23525: 0.40 1/s
15517.6 23546: 0.34 1/s
15577.8 23570: 0.40 1/s
15637.9 23592: 0.37 1/s
15698.0 23613: 0.36 1/s
15758.0 23636: 0.38 1/s
15818.1 23659: 0.38 1/s
15878.2 23681: 0.37 1/s
15938.4 23705: 0.40 1/s
15998.6 23727: 0.36 1/s
16064.7 23747: 0.31 1/s
16125.0 23764: 0.28 1/s
16185.0 23781: 0.28 1/s
16245.4 23799: 0.31 1/s
16305.4 23818: 0.32 1/s
16365.6 23838: 0.32 1/s
16425.6 23858: 0.33 1/s
16485.9 23877: 0.33 1/s
16546.2 23896: 0.30 1/s
16606.3 23915: 0.33 1/s
16666.5 23937: 0.35 1/s
16726.7 23957: 0.34 1/s
16787.0 23976: 0.33 1/s
16847.0 23997: 0.34 1/s
16907.2 24015: 0.30 1/s
16967.2 24033: 0.30 1/s
17027.3 24053: 0.33 1/s
17087.5 24072: 0.32 1/s
17147.6 24092: 0.33 1/s
17207.9 24112: 0.34 1/s
17268.0 24130: 0.31 1/s
17328.1 24150: 0.33 1/s
17388.3 24170: 0.32 1/s
17448.6 24187: 0.29 1/s
17508.7 24206: 0.31 1/s
17568.8 24226: 0.34 1/s
17629.0 24246: 0.33 1/s
17689.0 24265: 0.32 1/s
17749.1 24287: 0.36 1/s
17809.4 24305: 0.30 1/s
17869.7 24322: 0.28 1/s
17930.0 24340: 0.30 1/s
17990.3 24358: 0.30 1/s
18050.7 24375: 0.29 1/s
18110.8 24394: 0.32 1/s
18171.1 24412: 0.29 1/s
18231.4 24429: 0.28 1/s
18291.4 24445: 0.27 1/s
18351.7 24462: 0.28 1/s
18411.8 24480: 0.31 1/s
18472.2 24496: 0.26 1/s
18532.2 24513: 0.29 1/s
18592.4 24531: 0.29 1/s
18652.6 24549: 0.30 1/s
18712.6 24567: 0.30 1/s
18772.8 24586: 0.32 1/s
18833.1 24604: 0.30 1/s
18893.2 24622: 0.30 1/s
18953.3 24639: 0.29 1/s
19013.5 24655: 0.26 1/s
19073.7 24672: 0.29 1/s
19133.8 24690: 0.29 1/s
19194.1 24709: 0.32 1/s
19254.2 24727: 0.30 1/s
19314.4 24745: 0.29 1/s
19374.6 24763: 0.30 1/s
19434.7 24779: 0.27 1/s
19494.8 24794: 0.25 1/s
19555.1 24811: 0.27 1/s
19615.2 24829: 0.30 1/s
19675.5 24844: 0.26 1/s
19735.8 24859: 0.26 1/s
19795.9 24873: 0.23 1/s
19856.2 24889: 0.26 1/s
19916.5 24906: 0.27 1/s
19976.8 24921: 0.26 1/s
20036.8 24938: 0.27 1/s
20096.8 24952: 0.23 1/s
20157.1 24969: 0.29 1/s
20217.4 24987: 0.30 1/s
20277.5 25004: 0.29 1/s
20346.5 25015: 0.17 1/s
20406.7 25030: 0.25 1/s
20467.1 25046: 0.25 1/s
20527.4 25063: 0.29 1/s
20587.6 25080: 0.28 1/s
20647.9 25095: 0.24 1/s
20708.2 25112: 0.29 1/s
20768.5 25131: 0.31 1/s
20828.8 25147: 0.27 1/s
20888.9 25162: 0.25 1/s
20949.0 25179: 0.27 1/s
21009.4 25192: 0.23 1/s
21069.7 25208: 0.27 1/s
21129.8 25224: 0.25 1/s
21190.1 25240: 0.28 1/s
21250.3 25258: 0.29 1/s
21310.3 25273: 0.26 1/s
21370.4 25289: 0.26 1/s
21430.7 25306: 0.28 1/s
21490.8 25321: 0.25 1/s
21550.9 25337: 0.26 1/s
21611.2 25353: 0.27 1/s
21671.3 25370: 0.29 1/s
21731.6 25385: 0.24 1/s
21791.9 25399: 0.23 1/s
21852.2 25415: 0.26 1/s
21912.2 25431: 0.27 1/s
21972.4 25445: 0.24 1/s
22032.5 25461: 0.26 1/s
22092.6 25477: 0.27 1/s
22152.8 25493: 0.26 1/s
22213.1 25508: 0.25 1/s
22273.3 25523: 0.24 1/s
22333.7 25539: 0.27 1/s
22393.8 25555: 0.26 1/s
22454.1 25570: 0.26 1/s
22514.4 25586: 0.27 1/s
22574.5 25603: 0.28 1/s
22634.6 25619: 0.26 1/s
22695.0 25635: 0.26 1/s
22755.2 25649: 0.24 1/s
22815.3 25665: 0.27 1/s
22875.3 25681: 0.26 1/s
22935.4 25695: 0.24 1/s
22995.4 25710: 0.25 1/s
23055.7 25727: 0.27 1/s
23116.1 25743: 0.27 1/s
23176.4 25758: 0.26 1/s
23236.7 25774: 0.26 1/s
23297.1 25791: 0.27 1/s
23357.1 25806: 0.26 1/s
23417.2 25820: 0.24 1/s
23477.3 25837: 0.27 1/s
23537.5 25852: 0.26 1/s
23597.8 25864: 0.20 1/s
23658.2 25877: 0.21 1/s
23718.4 25891: 0.23 1/s
23778.6 25906: 0.25 1/s
23838.9 25920: 0.24 1/s
23899.6 25933: 0.21 1/s
23959.8 25948: 0.24 1/s
24020.0 25964: 0.27 1/s
24080.1 25980: 0.26 1/s
24140.3 25996: 0.26 1/s
24200.4 26012: 0.26 1/s
24260.7 26028: 0.27 1/s
24320.8 26043: 0.24 1/s
24380.9 26057: 0.24 1/s
24441.3 26073: 0.27 1/s
24501.8 26090: 0.27 1/s
24562.2 26100: 0.17 1/s
24622.5 26114: 0.24 1/s
24682.9 26128: 0.23 1/s
24743.1 26144: 0.26 1/s
24803.2 26159: 0.25 1/s
24866.0 26172: 0.21 1/s
24931.2 26182: 0.14 1/s
24991.4 26195: 0.23 1/s
25052.0 26210: 0.24 1/s
25112.3 26224: 0.24 1/s
25172.7 26239: 0.23 1/s
25233.0 26253: 0.24 1/s
25293.3 26270: 0.27 1/s
25353.7 26285: 0.25 1/s
25414.1 26298: 0.22 1/s
25474.3 26310: 0.19 1/s
25534.4 26325: 0.25 1/s
25594.8 26340: 0.25 1/s
25655.0 26355: 0.24 1/s
25715.2 26371: 0.27 1/s
25775.2 26385: 0.24 1/s
25835.6 26400: 0.24 1/s
25895.9 26413: 0.21 1/s
25956.1 26426: 0.22 1/s
26016.3 26442: 0.27 1/s
26076.5 26457: 0.25 1/s
26136.8 26471: 0.23 1/s
26197.3 26484: 0.21 1/s
26257.5 26499: 0.26 1/s
26317.6 26513: 0.23 1/s
26377.7 26527: 0.23 1/s
26437.9 26542: 0.24 1/s
26498.0 26558: 0.27 1/s
26558.1 26573: 0.25 1/s
26618.2 26587: 0.23 1/s
26678.5 26600: 0.22 1/s
26738.5 26613: 0.21 1/s
26798.8 26627: 0.22 1/s
26859.1 26639: 0.20 1/s
26919.5 26652: 0.22 1/s
26979.7 26666: 0.23 1/s
27039.8 26681: 0.25 1/s
27099.9 26696: 0.25 1/s
27160.3 26710: 0.23 1/s
27220.4 26724: 0.24 1/s
27280.5 26739: 0.25 1/s
27340.8 26755: 0.26 1/s
27401.0 26770: 0.25 1/s
27461.3 26784: 0.24 1/s
27521.5 26800: 0.25 1/s
27581.9 26814: 0.25 1/s
27642.0 26829: 0.24 1/s
27702.1 26842: 0.23 1/s
27762.1 26857: 0.25 1/s
27822.4 26872: 0.25 1/s
27882.7 26886: 0.23 1/s
27943.0 26899: 0.22 1/s
28003.0 26914: 0.25 1/s
28063.3 26930: 0.26 1/s
28123.4 26945: 0.25 1/s
28183.5 26960: 0.24 1/s
28243.7 26975: 0.26 1/s
28304.1 26990: 0.24 1/s
28364.3 27004: 0.23 1/s
28424.4 27017: 0.21 1/s
28484.7 27030: 0.23 1/s
28544.9 27047: 0.27 1/s
28604.9 27061: 0.24 1/s
28665.0 27075: 0.23 1/s
28725.3 27088: 0.22 1/s
28785.7 27104: 0.26 1/s
28846.0 27117: 0.21 1/s
28906.2 27129: 0.21 1/s
28966.3 27144: 0.24 1/s
29026.4 27160: 0.26 1/s
29086.5 27174: 0.25 1/s
29146.5 27188: 0.23 1/s
29206.9 27202: 0.23 1/s
29267.0 27218: 0.26 1/s
29327.2 27233: 0.25 1/s
29387.2 27245: 0.21 1/s
29447.5 27259: 0.23 1/s
29507.7 27274: 0.24 1/s
29567.8 27289: 0.25 1/s
29628.0 27304: 0.25 1/s
29688.0 27317: 0.22 1/s
29748.2 27331: 0.23 1/s
29808.5 27346: 0.25 1/s
29870.5 27360: 0.22 1/s
29930.8 27373: 0.22 1/s
29991.6 27386: 0.20 1/s
30051.9 27401: 0.26 1/s
30112.3 27416: 0.25 1/s
30172.7 27431: 0.24 1/s
30233.1 27444: 0.23 1/s
30293.2 27460: 0.26 1/s
30353.4 27475: 0.25 1/s
30413.6 27486: 0.18 1/s
30473.8 27499: 0.22 1/s
30533.9 27513: 0.24 1/s
30594.0 27526: 0.22 1/s
30654.5 27540: 0.23 1/s
30714.9 27554: 0.23 1/s
30774.9 27569: 0.25 1/s
30835.2 27585: 0.26 1/s
30895.3 27599: 0.23 1/s
30958.0 27610: 0.19 1/s
31018.2 27623: 0.22 1/s
31078.5 27639: 0.26 1/s
31138.5 27653: 0.24 1/s
31198.8 27666: 0.22 1/s
31259.1 27678: 0.20 1/s
31319.4 27692: 0.23 1/s
31379.9 27706: 0.24 1/s
31440.1 27720: 0.22 1/s
31500.4 27733: 0.23 1/s
31560.4 27748: 0.24 1/s
31620.7 27763: 0.25 1/s
31681.1 27778: 0.25 1/s
31741.4 27792: 0.22 1/s
31801.9 27797: 0.08 1/s
31862.2 27811: 0.24 1/s
31922.5 27827: 0.27 1/s
31982.5 27842: 0.24 1/s
32042.8 27855: 0.22 1/s
32103.0 27869: 0.23 1/s
32163.4 27884: 0.25 1/s
32223.5 27897: 0.22 1/s
32283.9 27910: 0.22 1/s
32344.0 27924: 0.23 1/s
32404.1 27938: 0.23 1/s
32464.5 27951: 0.22 1/s
32524.7 27964: 0.22 1/s
32584.9 27979: 0.24 1/s
32644.9 27994: 0.26 1/s
32705.2 28009: 0.24 1/s
32765.3 28023: 0.23 1/s
32825.5 28036: 0.22 1/s
32885.6 28049: 0.22 1/s
32945.7 28064: 0.25 1/s
33005.7 28078: 0.23 1/s
33066.1 28091: 0.21 1/s
33126.4 28104: 0.22 1/s
33188.7 28119: 0.24 1/s
33248.7 28133: 0.24 1/s
33309.0 28147: 0.24 1/s
33370.2 28161: 0.23 1/s
33431.2 28177: 0.25 1/s
33491.6 28192: 0.25 1/s
33552.0 28206: 0.23 1/s
33612.2 28218: 0.21 1/s
33672.3 28231: 0.21 1/s
33732.4 28245: 0.24 1/s
33792.5 28259: 0.23 1/s
33852.8 28272: 0.21 1/s
33913.0 28283: 0.19 1/s
33973.9 28296: 0.21 1/s
34034.0 28310: 0.23 1/s
34094.4 28323: 0.21 1/s
34154.7 28334: 0.19 1/s
34215.0 28348: 0.22 1/s
34275.3 28361: 0.23 1/s
34335.3 28375: 0.23 1/s
34395.6 28389: 0.23 1/s
34455.9 28403: 0.22 1/s
34516.2 28417: 0.24 1/s
34576.4 28431: 0.24 1/s
34636.8 28444: 0.21 1/s
34697.0 28456: 0.21 1/s
34757.3 28471: 0.23 1/s
34817.5 28485: 0.24 1/s
34877.9 28500: 0.24 1/s
34938.1 28513: 0.23 1/s
34998.5 28525: 0.18 1/s
35058.9 28538: 0.23 1/s
35119.0 28551: 0.21 1/s
35179.2 28562: 0.19 1/s
35239.5 28575: 0.21 1/s
35299.7 28589: 0.23 1/s
35359.9 28604: 0.25 1/s
35420.2 28617: 0.22 1/s
35480.7 28631: 0.22 1/s
35540.8 28644: 0.22 1/s
35600.9 28659: 0.24 1/s
35661.1 28670: 0.19 1/s
35721.1 28683: 0.21 1/s
35781.1 28694: 0.19 1/s
35841.2 28708: 0.22 1/s
35901.3 28722: 0.24 1/s
35961.6 28736: 0.24 1/s
36021.7 28749: 0.20 1/s
36081.8 28762: 0.23 1/s
36142.0 28774: 0.20 1/s
36202.2 28787: 0.22 1/s
36308.5 28800: 0.12 1/s
Simulation done in 36258.81s
---
All done in 36313.12s
Ignoring existing simulation:  /root/the-one-transit/reports/helsinki1True_router:ProphetV2Router_bSize:1000G_Ttl:400_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:3_updateInt:0.1_beta:0.6_gamma:1.0_tSpeed:5M_tRange:80_seed:3_MessageStatsReport.txt
/root/the-one-transit/reports/helsinki1True_router:ProphetV2Router_bSize:1000G_Ttl:800_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.6_gamma:1.0_tSpeed:5M_tRange:80_seed:3_MessageStatsReport.txt does not exist. Simulating...
Setting values: {'Group.router': 'ProphetV2Router', 'Group.bufferSize': '1000G', 'Group.msgTtl': '800', 'Events1.size': '1M', 'MovementModel.warmup': '18000', 'Scenario.endTime': '28800', 'Events1.interval': '5', 'Scenario.updateInterval': '0.1', 'ProphetV2Router.beta': '0.6', 'ProphetV2Router.gamma': '1.0', 'btInterface.transmitSpeed': '5M', 'btInterface.transmitRange': '80', 'MovementModel.rngSeed': '3'}
['./one.sh', '-b', '1', 'helsinki1True_settings.txt']
Percent: 3/144
Run 1/1
11 in line defined by file data/helsinki1True/1_schedule.csv
10 in line defined by file data/helsinki1True/2_schedule.csv
10 in line defined by file data/helsinki1True/3_schedule.csv
16 in line defined by file data/helsinki1True/4_schedule.csv
15 in line defined by file data/helsinki1True/6T_schedule.csv
18 in line defined by file data/helsinki1True/7_schedule.csv
12 in line defined by file data/helsinki1True/8_schedule.csv
11 in line defined by file data/helsinki1True/9_schedule.csv
13 in line defined by file data/helsinki1True/10_schedule.csv
Running simulation 'helsinki1True_router:ProphetV2Router_bSize:1000G_Ttl:800_Events1.size:1M_endTime:28800_warmup:18000_Events1.interval:5_updateInt:0.1_beta:0.6_gamma:1.0_tSpeed:5M_tRange:80_seed:3'
60.0 2755: 45.92 1/s
120.0 3527: 12.87 1/s
180.0 4157: 10.49 1/s
240.0 4655: 8.31 1/s
300.0 5084: 7.15 1/s
360.1 5495: 6.85 1/s
420.1 5862: 6.11 1/s
480.1 6195: 5.55 1/s
540.1 6523: 5.47 1/s
600.2 6852: 5.47 1/s
660.2 7174: 5.36 1/s
720.2 7463: 4.82 1/s
780.2 7747: 4.74 1/s
840.2 8050: 5.05 1/s
900.2 8354: 5.06 1/s
960.2 8653: 4.98 1/s
1020.2 8957: 5.06 1/s
1080.2 9234: 4.61 1/s
1140.3 9546: 5.21 1/s
1200.3 9854: 5.13 1/s
1260.3 10169: 5.26 1/s
1320.3 10461: 4.86 1/s
1380.3 10762: 5.02 1/s
1440.4 11064: 5.02 1/s
1500.4 11379: 5.26 1/s
1560.4 11689: 5.16 1/s
1620.4 11999: 5.16 1/s
1680.5 12307: 5.13 1/s
1740.5 12597: 4.84 1/s
1800.5 12902: 5.08 1/s
1860.5 13206: 5.07 1/s
1920.6 13509: 5.05 1/s
1980.9 13810: 5.01 1/s
2040.9 14116: 5.11 1/s
2100.9 14420: 5.05 1/s
2160.9 14711: 4.85 1/s
2221.0 14997: 4.77 1/s
2281.0 15303: 5.11 1/s
2341.0 15605: 5.03 1/s
2401.0 15905: 5.00 1/s
2461.1 16206: 5.00 1/s
2521.1 16507: 5.02 1/s
2581.1 16808: 5.01 1/s
2641.1 17082: 4.58 1/s
2701.2 17354: 4.53 1/s
2761.3 17644: 4.82 1/s
2821.3 17925: 4.69 1/s
2881.3 18223: 4.96 1/s
2942.4 18487: 4.41 1/s
3002.5 18758: 4.51 1/s
3062.5 19030: 4.53 1/s
3122.5 19277: 4.12 1/s
3182.5 19510: 3.89 1/s
3242.5 19745: 3.93 1/s
3302.5 19958: 3.54 1/s
3362.6 20159: 3.36 1/s
3422.6 20343: 3.06 1/s
3482.6 20511: 2.79 1/s
3542.6 20671: 2.67 1/s
3602.6 20815: 2.41 1/s
3662.8 20948: 2.22 1/s
3722.9 21084: 2.25 1/s
3782.9 21214: 2.18 1/s
3842.9 21332: 1.96 1/s
3903.0 21438: 1.77 1/s
3963.0 21545: 1.78 1/s
4023.1 21642: 1.62 1/s
4083.1 21739: 1.61 1/s
4143.2 21830: 1.51 1/s
4203.2 21917: 1.46 1/s
4263.3 21992: 1.24 1/s
4323.4 22064: 1.21 1/s
4383.5 22138: 1.23 1/s
4443.6 22211: 1.23 1/s
4503.6 22283: 1.19 1/s
4563.7 22348: 1.08 1/s
4623.7 22409: 1.01 1/s
4683.8 22474: 1.09 1/s
4743.8 22538: 1.05 1/s
4803.8 22601: 1.05 1/s
4863.9 22666: 1.09 1/s
4924.0 22730: 1.06 1/s
4984.1 22790: 1.01 1/s
5044.2 22851: 1.02 1/s
5104.2 22912: 1.00 1/s
5164.2 22972: 1.00 1/s
5224.3 23029: 0.95 1/s
5284.3 23081: 0.87 1/s
5344.4 23131: 0.83 1/s
5404.5 23183: 0.87 1/s
5464.6 23232: 0.82 1/s
5524.6 23284: 0.86 1/s
5584.7 23332: 0.81 1/s
5644.7 23379: 0.78 1/s
5704.8 23428: 0.82 1/s
5764.9 23478: 0.83 1/s
5824.9 23526: 0.80 1/s
5884.9 23573: 0.79 1/s
5945.0 23618: 0.75 1/s
6005.0 23665: 0.78 1/s
